match_id,avg_elo,winner,diff_villagers_snapshot,diff_apm,diff_queues,diff_builds,diff_orders
91203620,1541.5,1,-10,-13.2,-8,16,45
117847991,1316.5,1,-12,-13.85,-14,-3,12
118902775,1052.5,1,-21,-2.8,-37,-12,-21
133161161,979,0,-7,-3.6,-13,6,-68
123490265,2003.5,0,6,-31.25,14,2,-5
124381098,1371,1,-2,5,-2,-5,-37
64301713,1081,0,-9,-18.9,-16,-3,-32
113722327,1077.5,0,-2,-63.75,-2,3,-70
72210482,1324,0,4,-13.75,4,6,-35
119726633,1240,1,18,28.9,17,1,19
83463524,1069.5,0,-4,-25.85,-13,3,-37
77451623,1967.5,0,3,-23.75,1,-4,-27
135067765,1462,1,-11,-5.65,-10,-15,-8
119656619,1032.5,1,-2,-2.75,-4,2,18
92626861,1209,1,-3,-10.7,-26,-5,-19
71971496,1283.5,1,-3,-8.65,-2,-4,-34
56723753,918,1,-9,-6.3,-6,-1,-16
73455868,991,0,-3,2.9,-16,-8,23
136400110,1110,0,-9,-7.95,14,-12,29
124668683,966.5,1,-2,-45.85,-4,-11,-13
118749877,1062.5,1,-5,-5.6,-7,3,-6
119578381,1509,0,-13,-46.85,-34,5,-59
108756727,1392,1,-7,-6.15,-4,-20,-29
76606384,1413.5,1,2,-13.75,-6,-1,-31
122758574,1457.5,1,-8,-19.45,-22,14,52
121176507,1081.5,1,-23,-53.15,-39,-3,-52
126006702,1419,1,12,-2.85,32,11,34
68436844,1129,0,2,-19.9,-2,0,-17
104858922,1118.5,1,1,14.05,6,1,9
72510692,1334.5,0,11,-31.4,16,9,-38
74275207,910,0,-2,-4.65,-3,-4,12
79369453,975.5,1,-2,1.15,-4,10,12
93960657,1533,1,1,-4.1,-2,6,-17
80698976,1293.5,1,39,29.6,57,1,100
124455010,1055,0,22,-1.65,29,-8,-5
66577149,969,0,3,-9.8,6,6,3
103859454,1185,0,-5,4.4,2,1,73
77193710,1074.5,0,-13,9.7,-12,11,6
135474228,930,0,-16,-26.1,-19,2,-54
112501694,1103.5,0,8,-7.25,6,2,-22
73802007,1072,1,-2,-13.7,-1,-5,-11
67989509,1451,0,12,10.5,9,21,-19
126018325,1107.5,0,8,-48.45,-9,-6,8
84213175,1231,0,-5,12.9,8,8,51
128549329,1516,0,6,-45.8,3,-12,-16
134757703,977,1,14,-6.85,10,7,-21
90065488,1114,0,1,6.1,3,-9,57
87489513,992.5,1,-1,-9.2,-3,-11,0
68292627,1178,1,4,-7.95,-22,-8,-30
119434752,1284,0,14,-3.55,9,13,9
125380204,1846,1,-35,-15.6,-42,-12,20
123099375,1078.5,1,4,3.5,8,4,35
59970906,1103.5,0,0,4.2,-8,11,6
95084457,1527.5,0,4,-22.9,8,2,29
74780003,915,1,-10,-22.45,-15,-2,-8
92921198,914.5,1,2,3.75,-3,-5,3
115852599,1400,0,0,-27.45,-5,10,-12
129233930,1124,1,4,-32.95,-12,-13,-13
119911738,978,1,6,1.35,0,4,-19
134832448,1056,0,-1,-5.85,2,-3,-16
67300275,1010.5,0,18,18.45,17,-2,26
59702090,1079.5,1,-6,-18.75,-8,-4,-31
140307054,969,0,2,8.6,10,-3,-16
120330557,953,1,-5,-11.1,-2,-3,-1
90668347,1133,0,10,-5.15,5,-1,60
56038137,1448.5,0,8,2.9,13,-3,18
133413910,1302.5,1,-8,13.6,-6,-6,12
137160464,1154,1,-2,-33.8,0,-8,-62
95130946,1208.5,0,5,7.8,20,3,28
126220554,937,1,12,-14.95,13,12,32
98720537,1182,0,4,-20.25,-1,2,-26
90796046,1127.5,0,1,-2.1,13,-6,35
81509948,1102.5,1,-7,-46.55,-6,-2,-15
125544911,2166.5,0,17,-8.05,5,17,-16
60549313,968.5,0,0,-4.9,-4,-5,-9
51665281,951.5,1,10,3.1,8,5,6
118392535,1286,1,0,-10.9,-2,-9,6
121545199,1599.5,0,-8,-61.7,-16,-4,-20
97394485,970.5,1,0,-12.15,-2,-4,-107
62935034,945,0,-10,-2.45,-7,-3,7
115357200,967,1,-6,-23.1,-1,-12,-14
104898115,1010.5,0,0,-4.1,-2,-3,30
92345453,1085.5,1,-5,-2.25,-1,-2,-46
133620813,1388,1,-17,-25.35,-14,10,-19
91222734,1034,0,12,-63.75,18,3,-124
116711431,1092.5,1,-14,-20.65,-20,-8,55
73289570,986.5,1,-8,-23.25,-16,-4,-53
102748775,921.5,0,-18,-11.05,-7,7,-3
113166497,1258,1,-9,14.4,-5,0,-75
71082255,1231,1,-6,18.8,13,-23,-3
141496466,1002.5,1,-16,-8.6,-17,-8,-21
54356293,1258.5,1,-5,-5.55,-24,-9,7
78851210,1095,1,-1,6.3,-21,11,5
92266926,1118,1,-5,-3.45,-6,-9,19
132468780,1064.5,1,-3,0.35,-14,13,-42
121813892,1367.5,0,5,-21.1,20,6,-44
131709917,1218,0,7,-31.2,-5,7,-22
59695080,1468,1,9,-13.3,-7,0,-71
107123355,1615.5,1,12,-0.15,0,5,54
93654816,944.5,0,4,7.6,5,0,-8
109415434,1069,1,-7,2.35,-8,-8,32
75331904,1266.5,0,-4,-3,0,-7,16
58261378,997,0,13,2.4,11,-12,28
70218396,1163.5,1,5,-6.15,32,-10,-30
91716788,946.5,1,-6,-6.5,-19,-1,-6
118413842,1058,0,7,0.45,-5,14,35
126758934,1612.5,1,15,-9.1,2,14,5
117431002,1238,0,-15,-11.95,-26,0,25
88677973,1556.5,1,5,10.15,-1,0,-14
138434125,1114.5,0,-8,-1.7,-7,-11,31
60498507,1227,0,-11,-2.95,-7,1,-23
71124109,1059,0,-6,-22.15,-17,-10,1
53777225,1100,0,-21,-23.4,-16,1,-25
128032610,919.5,0,4,-3.7,-4,13,12
70932195,1200.5,0,6,-18,7,6,-61
61864063,909.5,0,11,22.6,26,3,36
50335235,959,1,2,10.25,5,0,24
115350399,952,0,-3,-27,-8,10,19
110347933,1788.5,0,-10,-57.2,-4,-7,-34
97222246,1034.5,1,-2,-23.45,-1,-14,-49
123016046,1123.5,0,9,-26.75,16,2,12
98142050,1770,1,-4,-16.1,-30,13,-13
49548484,1071,0,-23,-19.9,-28,-2,-25
61246747,973,0,4,0.6,10,0,-17
114202124,1513.5,1,-3,-36.4,-3,-2,-24
113582724,1203,1,-11,-14.25,-17,-13,-4
111677889,1262.5,1,-5,-14.45,0,-9,-32
53735855,1300.5,0,-9,7.55,-1,6,10
102677281,901,1,-12,-15.45,1,-9,6
138883883,1074,0,10,-14.25,10,4,-29
138541221,1033,1,9,-2.1,18,-11,1
75596001,996.5,0,5,-2.4,22,-9,-24
94784145,1650,1,-15,-32.15,-17,5,-33
123801107,958,1,2,-18.25,6,-1,0
67839812,1015,1,13,8.6,35,-7,43
141280178,1134.5,0,-7,-7.75,2,-8,-13
68116411,1125,1,12,-14.7,13,-11,-49
73541848,1041.5,0,1,27.95,6,10,40
123135603,901,0,-4,-25.55,11,0,-9
124749554,1019.5,0,8,-4.95,17,8,-25
137060388,938,0,20,2.35,20,15,-4
91263531,1055.5,0,-16,-22.95,-18,-5,-12
95477970,1063.5,1,6,12.5,8,10,5
123283408,1258.5,1,-3,13.85,-6,-11,40
138462479,1201,0,17,-8.8,5,-5,-16
92564762,981.5,1,-5,-2.1,-11,-18,-11
101445913,1264.5,1,3,8.35,-1,11,36
79180765,1326,0,26,-2.85,23,0,10
111540500,1095,1,-5,-18.5,-29,-6,-4
65414247,1002.5,0,-1,11.05,5,-8,31
107343997,1098.5,0,-2,-11.15,8,0,-23
67447896,1673,1,-3,-45.05,5,-6,-59
132508353,1197,0,-2,-3.3,6,3,-5
118578258,1563,0,39,-13.4,50,-7,-49
139617125,1296.5,0,8,-20.95,5,-5,-33
89563423,1221.5,1,-2,-7.65,-10,-5,-9
106576826,938,1,-3,-2.45,6,0,13
93814554,1514,1,8,2.4,16,-9,33
122780652,967.5,1,-5,-8.8,10,5,13
137136744,1336.5,0,15,-18.9,10,10,-28
60568242,1183,0,5,-2,6,-14,11
128626826,1191,0,6,16.8,8,-9,20
88350182,1015.5,0,9,-3.85,13,-6,0
123516627,1266,0,-8,4.4,5,9,29
130919257,1018,0,6,-0.3,14,6,16
95470070,1136.5,1,-4,-9,-12,2,-23
136533942,1164.5,1,-11,8.6,-13,-2,16
70133936,1288,1,-5,3.1,-8,4,63
80911040,1074.5,1,-9,-13.95,2,-9,9
118858129,951.5,0,8,-22.75,10,10,11
101748842,1327,1,-2,-8.55,16,5,6
86615488,1067,0,-4,-15.25,7,0,-17
53004748,947,0,21,6.15,27,-5,7
57019820,1135.5,0,-2,-21.3,-1,-2,-15
78358866,1079.5,1,0,-22.35,-6,-5,-60
94442743,1208,0,-6,-45.4,-1,-8,-45
117488347,1057,1,17,27.55,27,0,36
126098603,944,0,-3,-8.3,-10,0,-14
117627269,1009.5,1,10,8.55,5,-3,20
86560750,1126,0,5,4.05,17,-1,5
63990226,1350.5,0,17,13.2,19,-1,20
119658432,949,1,-15,3.95,-33,-1,31
88199737,1025.5,0,1,-31.3,-10,8,-1
64849790,934.5,0,12,0.45,17,-1,-12
93285365,1075.5,1,10,3.25,15,-2,-26
131324692,1087,0,-12,-17.8,-3,-7,-10
112598605,1207.5,0,-9,-4.7,-8,13,-58
68087633,1251,0,2,9.75,9,10,-6
93383380,1422,0,-3,0.55,-12,-5,3
115020625,1317.5,0,-7,-10.4,-6,-11,-47
126880553,1533,0,-10,-11.85,-16,-11,-14
69734025,914.5,0,-1,-10.15,-7,-13,11
101878063,1305.5,0,1,-10.1,-3,-8,9
61361870,902.5,0,9,5.3,4,1,15
63282653,1046,0,-13,-12.9,-20,-30,-4
72775683,1086,1,-12,-9.25,-16,2,-15
131022569,1010,0,-10,-6.6,-8,4,-7
63088530,1145.5,0,20,26.2,34,3,55
138931900,1507,1,-8,-31.35,-31,-4,-84
73554294,1042.5,0,9,-33,9,-2,-52
69984698,1097,1,-18,-2.25,-28,-5,0
101754138,913,1,-17,-9.9,-18,-8,-18
50845600,1212.5,1,-13,-26.35,-15,-2,-21
134007304,1028.5,0,9,1.25,4,5,-11
100346333,1410,1,-35,-19.7,-52,13,-8
87724417,1104,0,-10,-12.95,-13,-5,-19
131004089,1431,0,0,-25.15,2,-4,-45
135725020,1040.5,1,3,-7.8,9,-3,4
103496925,922,1,-2,-7.25,-4,-6,6
106543028,2293.5,0,-5,-11.7,-11,8,41
122757216,902,1,3,12.45,8,14,34
98366495,1618.5,0,10,-10.75,8,0,12
74221490,984.5,1,-15,-30.05,-9,11,-12
137106299,1042,1,-5,-0.1,-17,-6,7
97619492,1121.5,1,-11,-34.65,-5,-4,59
66730751,1261,0,-14,18.1,-14,0,41
136330562,1064,0,1,-7.15,-7,8,-7
55243887,1030.5,1,-4,-3.1,0,-9,-12
74795925,1625,1,-6,-2.8,-16,-14,-4
55938618,1198.5,0,6,23.6,10,6,33
57821801,1016,0,-30,-16.2,-29,-19,-1
124521372,1642,1,-6,-14.65,16,-3,9
82134370,904,0,5,-17,6,13,-6
50541918,1097.5,1,3,6.15,4,-7,-19
140564418,1149.5,0,-2,-13.05,-14,6,-33
107610558,1554.5,1,-1,-20,-12,-2,51
101510646,2083,0,-8,-13.25,-3,-7,55
131899910,1110,0,3,-6.5,7,11,-37
99473900,1155.5,1,-11,-19.25,-23,3,13
75660930,1297,1,9,-5.05,14,1,58
92953790,1285,0,-2,-14.15,-10,-1,-23
91501721,1062.5,0,11,8.45,5,4,52
55002111,1036.5,0,2,2.15,7,-6,-1
134605091,1534,0,22,-18.55,31,3,-6
89747743,927,0,4,18.45,-5,4,80
133211474,1438.5,0,1,-28.8,-3,20,-18
81164038,1111,0,-2,-8.25,11,11,16
49733873,1105.5,1,-30,-30.9,-28,-8,-55
94982616,1401,0,3,-12.25,-20,-7,-2
136603729,1048.5,0,5,-20.6,3,5,-28
80105907,969,0,-2,-56.45,-14,5,-75
85455679,977,1,17,-4.75,17,-4,-2
125042157,1007,0,16,31,34,3,40
74814627,1261,1,5,7.6,25,3,37
76369327,1686.5,1,-1,-26.1,11,2,-32
128197161,976,1,26,-10.45,8,6,9
85423427,1016.5,1,25,-4.5,56,12,58
79538596,1574,1,14,-14.45,3,0,-39
52490335,979,0,12,-13.15,-1,8,-9
55472678,1139.5,1,-3,3.8,-2,3,21
97146784,1084,1,1,-1.6,-2,-1,4
122538360,992,1,15,-12.95,29,14,12
128557914,1468.5,1,-5,7.7,-4,-13,70
77506675,1139.5,0,3,10.5,9,1,-12
97885596,1374.5,1,-8,0,0,-7,25
96350147,1093.5,0,-9,12.25,-10,5,48
54595254,1473,1,-12,-40.4,-21,10,-62
140054093,1233.5,0,8,-12.45,1,2,43
96405367,1669,0,2,-15,16,9,-16
109773955,977,1,16,-22.2,3,-5,10
93081771,1912.5,0,2,-18.95,8,1,5
130623223,1216.5,0,-4,-18.55,-12,8,-70
76209465,1150.5,0,5,-11.9,-15,3,30
90958926,989.5,0,-12,2.1,-17,0,44
126753874,943.5,1,-8,-6.65,-14,-11,-17
96027950,1032,1,5,22.45,-2,20,36
93676352,1335,1,-19,-34.8,-44,-4,-30
66729218,1059,1,9,-29.8,-2,-1,-32
124598820,1507,1,1,-1.75,-9,6,9
113826939,1196,0,14,-10.5,23,18,-48
92087921,1164,1,12,9.75,-3,-2,12
70483570,982,0,9,-7.45,7,5,-5
98983378,1126,1,-2,-14.9,7,6,-18
106413960,1174.5,1,8,10.7,8,2,9
131390627,1602.5,1,4,-10.55,11,-7,14
132662865,1143,0,-8,-32.8,-6,-14,-33
92438743,1459,0,22,0.7,19,16,60
130665814,1057.5,0,1,9.65,1,2,39
92081544,1005,1,-14,10.95,-12,-4,-18
74147179,903.5,1,-5,5.8,-8,-4,37
120335743,1540,1,1,-20.55,1,-9,23
119621138,1269,1,0,-41.9,-7,1,-66
88015902,1001.5,0,3,3.1,-4,13,-5
116900074,936.5,1,1,-24.7,-4,4,-46
125413898,1227,0,-15,-15.65,-22,-1,-32
131071239,1167.5,0,8,5.55,3,-3,4
137299244,1080.5,1,-1,-4.55,-5,-1,-29
96815424,946,0,-3,-25.25,9,-1,-62
120996645,964,0,-5,14.35,-11,-9,28
108045746,1231.5,1,-17,10.8,-3,-6,58
53526129,952,1,-3,15.35,2,0,-3
49698123,1641,1,8,-29.35,-13,-1,9
109862373,1172.5,0,-4,-20.75,3,-9,-16
75707724,1033,1,0,-16.2,-5,6,16
79082125,1080,0,2,1.1,7,3,0
91619276,2152,1,-3,1.2,-2,2,25
80310238,2121.5,0,-10,-17.7,-4,4,6
92872858,1266,1,-1,-1.6,-2,-7,-12
99753200,1583,0,-6,-10.7,-10,-18,-42
73886003,962,0,26,11.9,25,8,13
126919151,1267,0,6,-0.95,23,-4,21
112698264,1095.5,1,-9,-5.7,-14,-2,14
128220010,1028.5,0,7,7.4,10,8,20
80349380,1086.5,1,-3,-5.65,-7,-10,-11
128814718,910,1,-19,-23.6,-25,-13,-40
59347974,1394.5,1,9,3.5,27,-3,28
59506856,1398,1,7,-36.2,12,0,-30
118688019,961.5,1,-22,5.6,-17,3,4
119335506,1933.5,1,-4,-24.45,-12,6,8
123571445,1173,1,-7,-3.8,-18,-5,7
87305524,999.5,0,-3,11.45,-4,11,27
132214913,1140.5,1,3,-27.7,2,8,-17
108168896,1191.5,0,5,-4.75,13,3,40
133144585,905,1,-12,0.25,-19,-5,5
109920191,1149,1,-2,4.75,3,-12,11
122153911,1029.5,0,-4,-3.85,-9,5,53
55873737,1258,1,7,-2.95,8,3,-3
103932376,1038.5,0,0,-12.15,0,12,97
97527312,1102,1,-16,2.4,-14,3,-17
69544852,1158.5,0,10,4.65,16,2,-26
80085766,1140,1,9,-11.4,9,19,52
100654923,1482,0,-2,1.75,-1,1,-14
128320355,1079.5,0,27,6.85,35,3,23
99035051,929.5,1,-3,18.25,-1,-4,64
58251336,941.5,0,15,45.1,17,16,75
120408629,1127.5,0,8,0.15,20,-1,9
141379493,1060.5,0,-18,-13.55,-21,0,-9
116600683,1124,1,4,-9.8,11,-12,6
128154608,1784,0,-2,-48.05,-6,10,-116
68885518,1490,0,11,-15.05,20,-10,-141
50291942,1245,1,-6,-16.55,-7,9,-6
101982891,1135,1,-7,0.95,6,-1,34
70261316,999.5,0,-2,-3.3,2,-10,16
61737414,1266.5,1,-14,-14.1,-5,-11,-20
113123925,1353.5,1,4,-12,-4,10,31
135260284,1119.5,1,-7,-32.85,-14,-14,-109
83244453,1112,1,15,5.9,27,-6,9
101599416,1146.5,0,-3,-4.3,-20,-1,43
139197484,1046,1,-4,-13.55,-10,1,-5
115077394,1514.5,1,-7,-4.75,7,1,2
133979665,1082,1,-11,2.85,-9,-6,49
74278122,1140,0,-3,4.85,-5,-15,13
98094494,1007.5,0,6,-10.4,8,8,-2
127554949,1188,0,-24,5.15,-26,-22,63
102777108,1362,1,1,-27.85,14,0,-11
126060906,1265,0,9,-39.55,6,7,-23
113667562,1216,1,-15,-3.6,-3,-5,5
84947740,1135,0,-15,-17.95,-22,-13,-64
119827270,1075,1,-2,-7.1,-2,-7,-32
76909459,1144,0,-9,6.85,0,-1,16
116113543,1992.5,1,6,-74.65,5,11,-93
132772983,1159,1,-1,11.25,-1,-14,26
140759969,909,1,-6,9.6,-3,-15,47
94738961,1155.5,1,-4,-2.2,-5,-10,-9
78278935,999.5,0,-19,-7.15,-40,4,-76
75776982,1090.5,0,-12,-19.3,-15,1,-6
66027646,1000.5,0,-8,13.25,-1,5,36
108481280,976,0,-3,-10.65,-1,21,-32
65863549,1116.5,0,-14,-13.2,-16,-11,-29
130737414,2088.5,1,-12,-12.4,-20,3,-21
81776416,1102.5,0,-13,-0.5,-22,-12,-7
76831669,939.5,0,5,-9.05,-5,1,-66
65421868,1126.5,1,-6,-2.85,-28,-15,-2
99843705,1127.5,0,3,3.25,3,-9,2
108839975,1056.5,0,6,5.2,7,9,19
66758419,977,1,-6,-6.6,2,-3,5
92097031,1077,0,0,-5.35,-8,7,-13
117520233,934,0,6,-5.5,14,11,10
108345360,1058.5,1,2,-22.45,0,-5,12
88676932,1738,1,5,36.85,3,3,118
100892931,1478,0,2,-44.95,22,6,-37
52186342,989.5,0,-13,10.9,-17,0,-4
124762266,1034,1,-2,-13.95,-3,-8,-3
92292075,989,1,17,-2.75,22,6,-35
111191862,943.5,1,-3,-19.4,3,-9,4
57322204,1016,1,-4,1.25,-10,-2,16
70196198,1169,1,-5,-15.7,-5,3,1
128059364,1208,1,-1,-5.35,-18,-1,-16
50313629,932,1,1,-7.15,-9,3,-22
112044599,1051,0,-3,-35.95,4,-14,-13
133340279,1107.5,0,-6,-26.6,-2,-12,-16
120827354,1845.5,1,30,-3.85,35,3,0
84637530,1021,0,-15,-3,-6,7,-2
112686204,903.5,1,-26,-8.25,-23,-10,-2
119507677,957.5,0,-2,-8.25,-15,0,17
107091501,1536,1,7,-8.4,13,20,9
133258058,1029,1,1,-12.2,-1,-2,-25
124632674,912,0,2,-17.6,5,-9,-12
117352052,911,0,-11,-5.2,6,9,14
122034683,1031,1,-19,-6.35,-29,-11,42
99782724,992.5,1,-7,0.5,-10,1,-27
106470646,1113,0,-20,-34.85,-2,8,-32
57230485,1287.5,1,-9,-6.6,-22,-3,38
90208175,929,0,-4,-30.8,-12,-3,-32
93092443,1825.5,1,0,-25.35,2,-3,5
53046570,1262,1,-4,-24.7,-17,-5,-11
90538743,1356,1,3,-9.6,5,-11,-38
97805829,939.5,1,2,9,-18,0,14
101422615,1657.5,1,-4,-17.5,-8,1,48
90665744,1060,1,-15,-4.25,-6,-13,5
83380029,1044.5,1,-8,-2.25,-5,-5,-3
119484136,1031.5,1,-12,-16.15,-5,-12,-31
52113525,949.5,1,5,-8.65,11,6,-13
130530345,960,1,-18,-8.75,-32,-5,-27
67101072,1088,1,-7,-9.1,-5,-11,-9
122600213,1505,0,-18,-50.25,-8,-4,-29
107870499,1069.5,1,-1,-2.25,-4,6,1
122839379,1369,1,10,-23.75,24,-3,39
80905761,1067,1,-5,-8.55,-1,-27,8
138760796,1116.5,0,-5,16.6,-10,-7,5
85169117,1082.5,0,-1,-13.45,8,3,-15
99012968,1058.5,1,5,1.3,10,1,21
109822361,929.5,0,2,7.5,0,11,35
83755645,982.5,1,0,7.85,4,0,15
69256827,1103.5,0,-1,6.5,5,11,31
70442591,1039,1,2,-3.6,12,-9,-10
98838495,1380.5,0,9,-6,2,28,71
93841947,1512,1,1,-21.75,-2,-1,-119
106875706,947.5,0,-5,19.7,-12,-1,17
67573021,1029.5,1,17,2.2,26,8,15
63684914,1052,0,-20,-2.75,-25,-15,-8
126616976,968.5,1,-10,-18.7,-6,-17,1
93252269,1121,0,-5,-16.45,-9,4,-43
111608450,1259,0,-1,-4.7,-17,5,-13
120830343,1324.5,0,0,11.95,-1,-13,-6
59995256,1112.5,1,-1,-0.1,2,-6,14
50532422,995.5,1,-15,-8.85,-12,4,-18
82174271,1438,1,-1,-14.65,5,-1,-20
137869492,1397,0,-16,-15.05,-24,-5,10
79099196,918.5,0,-3,-5.8,-3,-5,-9
77079067,1014,0,1,-10.3,1,4,41
118145566,927.5,0,7,-20.1,12,3,-1
58384117,1086,0,5,-18.05,3,2,-53
71752300,1345,1,-10,-7.45,-17,-13,-18
121883636,1083.5,1,-13,-12.35,-13,-10,12
83938148,924,0,-22,0,-20,5,3
108773789,1220,0,29,-13.9,22,14,28
120340263,973.5,0,-4,19.8,-10,3,4
88858315,1131,0,-6,2.5,1,5,9
66804597,1386,0,-10,3.55,-5,-2,68
51705023,1106.5,1,-18,-23.9,-31,-7,-72
58998913,1029.5,1,13,9.95,10,8,0
70982077,1108,1,-2,-0.25,-11,6,24
134742611,1823,0,-5,-10,10,-6,27
74886174,985,0,-6,2.05,-21,-3,-1
138842568,1483.5,1,-1,-4.1,12,-21,37
82747495,1127,1,3,-12.75,10,-7,-24
96446254,1504,1,10,-20.1,-2,25,-31
64642819,970.5,0,-15,-0.9,-20,0,-26
53685083,1182,0,-16,7.35,-9,6,9
55072056,1060,1,-7,-8.05,-7,-3,-39
99006188,2111,1,10,12.2,15,-3,-6
132895950,983,0,12,4.4,26,1,-2
86172031,2063,0,-4,-27.4,-11,15,3
96565503,944,1,-13,-20.05,-16,-8,-10
94978893,1256,0,-14,8.05,-17,2,28
110103526,1395.5,0,4,-14.75,2,2,-12
125221438,1748,0,21,-24.6,17,9,63
124328123,967,0,-4,0.35,-15,16,69
100239037,1607.5,0,-2,11.85,-5,-1,1
113129036,1501.5,1,2,13.25,-1,1,4
77142281,953.5,0,9,-7.45,10,-1,1
92103112,1473,1,4,-28.85,5,0,-3
100064089,1148,1,-14,0.25,-16,1,-11
119804848,1141,0,-3,-3.15,4,0,12
62732925,925.5,0,9,3.6,13,1,1
129032801,1037,0,1,-2.9,6,-17,15
141625448,1104,1,1,-7.25,8,3,-13
135240893,1087.5,0,-12,21.1,-19,11,-34
84145484,1532,0,4,-12.6,10,13,-17
69027644,1202,1,-2,-2.8,-1,2,8
101084986,935,1,-10,-9.15,-8,-4,5
138654391,1137,0,-2,-7.35,-11,6,24
127114410,1102,1,17,-28.85,-3,21,25
118557614,1332.5,0,22,-22.75,18,9,11
135123337,1108.5,1,-1,-16.6,-2,-2,12
78705620,1335,1,-4,-25.15,3,-1,-41
67237667,971,1,13,-43.65,26,11,-53
63244356,924,0,19,-3.3,12,1,11
105314130,1068.5,0,-6,-25.9,-7,2,-30
131389127,1046,1,-4,-28.05,-2,-15,-37
91575564,1022,1,-3,3.7,1,-4,21
103966574,954,1,-13,7.9,-32,3,4
72253194,1288.5,1,-3,-0.4,-13,-3,12
88979006,1425,1,-4,-2.65,0,-12,1
114317649,1913.5,1,-3,-38.65,2,-1,38
59643093,982.5,1,-8,-7.25,7,12,-23
92547975,950.5,1,-6,3.55,1,2,3
87868596,1112,0,-6,-2.7,-11,-12,17
100737691,1331,0,-6,21.15,-5,8,44
135429744,1042,1,-4,-14.1,5,2,-35
97621164,1068,0,16,1.9,16,7,-11
116151608,1415.5,1,-30,-23.45,-25,-6,-11
122451386,1556,1,-2,-12.45,7,-7,-15
49486463,1574,1,0,-5.15,19,8,-12
134160976,1722,1,6,-15.75,10,0,-1
101527520,946,1,-6,-5.15,-9,-6,-37
72117590,1147.5,1,-5,-5.3,-3,-12,19
101097961,1090.5,1,-4,-17.7,-3,-5,-48
71382913,956,1,1,0.85,11,-8,0
127440274,958,1,0,-20.2,1,-8,-51
88245329,972,0,-4,-1.1,2,4,-11
67916493,1016.5,0,-3,-12.1,2,-6,9
71682991,1356,0,-3,-12.8,-27,-1,88
84847515,1082.5,1,7,-5.1,2,6,59
94993645,1782.5,1,-3,-48.15,4,-9,-101
102214413,1043.5,1,-46,-6.55,-69,1,35
67229497,1104,1,-34,-7.95,-44,-1,-11
114084713,1029,0,-9,-24.3,-13,-7,-77
53051404,1364,1,8,-23.35,7,10,0
103983455,1445,1,-2,3.8,4,-7,-8
128305411,1141,0,13,5.65,24,-11,37
133236875,1072,1,1,9.4,3,6,72
125721231,1929.5,1,-2,-20.25,-11,24,-5
83932807,1107,1,19,-18.95,7,-8,-60
75790347,1061,0,-1,-0.8,7,4,20
108533271,1661.5,0,13,-23.25,7,-2,4
68326635,989,1,0,2.85,4,-4,-4
94078798,1682.5,1,4,-9.05,-8,6,30
90569548,1326,1,-4,-9.4,-3,9,13
93065502,1394,0,14,-20,31,-2,-49
54840709,950.5,1,1,-15,-16,4,-8
75174131,969.5,0,0,-19.6,-8,4,-33
98388036,1059,1,4,20.8,-12,7,-1
55424933,1103.5,1,-3,-3.6,-9,-7,13
122502156,1076.5,1,-14,-10.55,-15,-5,1
96208597,1227,0,1,-7.15,10,2,29
102551720,1065,1,7,-12,-8,16,-4
117184863,976.5,0,0,0.45,13,-12,24
61391568,941,0,9,22.95,28,-1,33
50299850,1150.5,0,-6,13.35,21,-1,60
112089243,1649.5,0,-1,0,2,-11,78
66276944,1155.5,0,11,-0.4,8,5,-41
114832788,1186.5,1,-4,-0.65,-5,-6,34
92705412,1022,1,-5,-8.5,0,5,-3
100235775,1717,1,5,-13,1,3,12
123489311,930.5,0,22,-0.85,30,7,36
99802782,958.5,1,-1,8.75,3,-18,50
72521024,1145,1,-19,3.4,-11,-13,27
53649282,990,1,8,-14.95,20,-3,-3
101667047,1721,1,-5,-27.5,-11,-11,-89
129266131,1206,0,-2,-5.55,4,-1,-29
76267745,1035.5,0,19,9.8,21,-1,15
82905777,1150.5,1,-25,-10.85,-47,-1,-10
67112475,1645.5,0,-10,-30.55,-8,13,-25
121980822,1247,1,-37,-30.75,-44,1,-15
90572208,1859,1,-7,-54.3,-8,-1,4
89668581,1276.5,0,5,-0.6,-2,8,3
58048492,1076.5,1,-17,-19.95,-4,-4,-3
116335485,1762,1,-8,-30.75,-16,-5,29
114115836,1231.5,0,6,6,11,-3,37
119800241,1230,0,-5,3.45,-5,-6,16
74836677,1084,0,9,2.55,1,2,48
131414102,972,0,6,24.3,9,3,29
91538379,933,1,13,2.35,21,-1,-22
104877192,1107,0,-12,0.05,-21,-8,-8
134077428,1196,0,-2,-13.65,3,-1,-15
121155513,1856.5,1,-6,-43.55,-6,2,-45
95894047,1009,0,7,-6.5,1,10,-3
139052038,1105.5,0,-6,28,-20,6,130
89114278,1169.5,1,0,19.6,-16,0,-2
79162095,915,0,-13,-15.5,-12,-6,8
132281615,1162.5,1,-6,-9.15,-1,4,39
71548031,959.5,0,-2,0.15,2,-2,4
124960968,1312.5,1,-6,-6.75,-3,-1,21
91492916,1368.5,0,-4,-24.55,-13,-2,-70
91762634,1221.5,0,-1,-21.05,4,-3,-13
121681623,1296.5,1,15,10.2,6,6,-49
53448145,1011,0,12,-35.65,18,1,-26
84433781,979.5,0,12,7.2,0,12,-12
107698074,1652.5,0,12,3.25,9,3,-13
