match_id,avg_elo,winner,diff_villagers_snapshot,diff_apm,diff_queues,diff_builds,diff_orders
88573857,1083.5,1,14,1.1,39,-10,-2
137006559,970.5,1,1,16.25,11,-8,78
126634659,999,0,16,-57.85,9,2,-94
111851062,1083,1,13,-16,21,-8,8
117066938,916,0,1,-5.15,5,11,4
81183728,1141,0,-14,1.25,-16,-15,-4
114299998,1032,1,-18,-6.2,-31,-2,-5
126579971,1105.5,0,19,25.4,4,5,31
64446229,1089.5,0,14,-12.55,-4,11,0
98864372,1787,0,-6,-16,-15,-3,6
68038752,1482.5,1,-3,-20.45,-31,-11,-49
104721072,1132.5,1,-7,-11.5,0,-9,9
59999088,1218.5,1,-1,-1.25,0,-1,-39
129185834,1120.5,1,0,-15.2,-3,-6,11
124453325,1659,1,-2,-41.45,-13,-3,-56
115699116,1165,1,-2,-21.9,-12,-4,-9
87965209,1348,1,3,-7.9,9,2,-7
72302844,1022,0,2,-1.3,-16,5,-6
90615365,998,0,14,-20.3,27,6,11
129297935,1036.5,1,-8,-11.9,-7,15,2
65924225,1047.5,0,-16,-3.9,-4,-26,11
99686502,1549.5,1,-5,-7.05,9,10,63
119825938,1059,1,3,-20.15,1,0,13
141016114,1646.5,1,-5,-3.9,-3,8,7
73179780,1070.5,1,8,0.1,18,-1,20
85576825,948,0,1,-12.6,11,1,-48
75302161,975,0,14,-24.9,9,1,-61
108326030,984,1,9,-19.25,-7,-2,-65
58199906,1051.5,0,2,5,-7,11,-18
102055837,1010,0,-2,1.1,28,8,23
129566601,956.5,0,16,6.9,17,6,24
86141390,1964,0,6,-4.05,12,-1,8
93484965,1158,0,28,5.45,23,15,11
132269147,1003,1,1,-3.9,17,-2,11
140168780,1001.5,0,-5,-52.35,-3,4,-29
126654856,1120.5,0,-1,-20.95,-14,-6,16
85620348,1304,0,5,-13,9,-4,-65
109874325,1342,1,14,-11,8,12,81
129488963,994.5,0,8,-6,12,1,10
66561090,1100.5,1,-12,-27.8,-22,-11,-76
68992990,1065.5,1,-2,17.95,-13,12,-4
108213785,1085.5,1,-8,-2.4,-10,-8,-87
93945897,1244.5,0,6,22.15,18,3,68
72946507,1106,1,-6,-17.05,-10,7,58
96428647,966,1,-5,-17.1,5,-16,-5
123506259,1053,0,7,6.35,-6,11,-2
124780335,1483,1,17,-6.5,9,13,65
121339330,1380,0,26,13.5,9,1,82
113936037,1561.5,0,-2,-7.85,11,7,-47
94064140,1264,1,0,-13.6,-21,12,13
125215194,999,1,-5,6.25,-6,2,100
70140805,1123,1,-1,3.4,-6,-6,6
50745795,1280.5,1,-2,8.15,2,1,9
99295750,976.5,0,-7,13.5,-10,16,-15
74228076,1082,1,-2,5.55,-14,-16,32
134469060,1186,1,-4,-36.35,-9,-5,-10
138132835,1945,1,2,-2.5,16,-1,26
71594333,1115.5,0,7,-2.35,9,0,25
63559509,1975,0,7,-0.8,2,4,-62
119733310,1046.5,1,-5,-5.85,0,7,9
91952759,1321.5,1,8,-3.75,11,6,22
75648461,1040.5,0,0,0.8,12,-8,10
100995566,1209.5,0,5,11.9,15,-2,35
100276327,1038,1,-18,-34.55,-39,-5,-71
121109436,1122,0,-1,-0.2,-14,8,-25
123741048,1035,0,-2,6.35,-6,6,2
106394723,1548,0,2,-8.1,7,-8,-16
124470071,1084.5,1,4,-4.95,19,-3,-36
112423209,1160,1,22,-17.45,20,8,2
125254763,960.5,0,-4,-5.35,3,-2,-15
70271396,922,1,-8,-25.05,-8,-7,4
56949183,1294,1,17,-38,15,0,-12
71729333,917,0,-11,0.1,-14,-2,-7
125677768,971,1,-22,-12.15,-32,-10,8
52395330,997.5,0,-8,-13.5,-18,-5,10
109688602,1060,0,13,-3.7,20,8,4
72158670,955.5,0,1,3.95,-5,-4,85
95483788,1116,0,-7,-9.1,18,-5,65
121203371,1309,1,-5,-26.05,-8,-9,-91
67197814,1004.5,0,14,11.05,14,17,16
128682042,1336,1,0,-17.3,-6,4,-15
76316718,1762.5,0,-4,-19.9,1,-1,-42
101993254,947,0,-5,-6.35,8,-8,-132
93593577,1120,1,-10,2.7,-12,10,12
139441223,1172,0,19,16.6,55,2,23
52778983,1229,0,6,-23.15,-5,-6,-46
103118630,953,0,-16,-17.05,-19,-3,-6
110806712,972,1,1,-10.55,7,-9,-9
74657972,943.5,1,8,-2.4,4,9,-26
93670323,994,0,12,3.3,14,12,14
120027292,1256,0,-4,-11.45,-1,10,-10
77669036,1195.5,1,14,-6.3,14,-13,20
95749508,1084.5,1,-4,-5.65,-1,-12,11
52189952,1343.5,1,6,-8.6,19,-16,37
131394499,1509,1,-3,-13,-14,-1,-20
54041365,1023,1,-11,-29.1,-12,1,-46
132072675,1248,0,-7,-14.55,-6,-3,-64
135792479,1231.5,1,4,-6.85,-4,-3,15
89663757,1258,0,14,-5.9,8,-8,1
113928923,1049,0,1,14.2,4,9,2
122815765,1083,1,-17,2.15,-22,-5,0
74084356,1080.5,0,4,-7.1,-12,1,-12
118644303,1343,0,-4,-12.5,-4,-14,-33
69532748,1196.5,0,1,0,4,-4,1
100694133,1352,1,5,-19.15,25,-5,-44
132587243,1102,0,2,5.95,6,6,33
90731386,1113,1,6,-20.4,-1,9,-8
92796872,991.5,0,6,4.3,5,-2,12
119332266,1357,1,17,-11.4,23,14,14
82581369,1050,1,-11,-16.1,-14,-11,6
122045998,1193,0,9,0.35,2,4,2
50428196,1148.5,0,-10,5.35,-29,4,12
140606374,946.5,0,12,-2.85,6,1,4
101171522,1313,1,17,-19.25,16,7,-9
129887062,1474.5,1,-10,-10.15,-27,3,-9
78064856,1001.5,1,14,-7.3,21,11,4
129261429,1169.5,0,16,-11.65,22,-1,-26
137166065,1044,1,7,-18.05,11,0,-18
139348335,1703.5,1,-3,-7.95,-2,-7,1
88827887,1033.5,0,0,-17.25,4,-9,-32
79998067,1219.5,0,5,5.15,13,13,39
128561683,1538.5,1,-2,-23.55,-13,-2,-37
96412764,1527,0,-9,-11.75,-8,-9,14
127239712,1082.5,1,10,-18.2,4,-15,28
103003667,1081.5,0,4,8.2,12,-1,63
58758107,1206,1,-2,-26.05,-17,-4,-11
102436540,1010,1,6,-3.7,8,15,-4
117938822,1355,1,0,-2.95,2,-4,-10
96088930,1006.5,0,3,-1.15,7,0,10
138459627,1254,1,-12,11.55,-1,-16,19
108400846,1303,1,-25,-28.9,-9,-27,-52
76270129,1203,1,0,-25.8,3,16,4
137530994,1417,0,3,16.9,-1,-1,13
119942375,1961.5,0,5,-13.65,21,-9,-35
121353314,1569,0,4,2.1,-5,5,-21
68405735,1306.5,0,13,-8.3,21,-5,104
135369821,1107.5,1,7,-8.1,6,-10,-27
137326900,967,1,-16,-12.05,-10,-8,43
120931344,1164.5,1,-22,-25.55,-39,0,40
58468780,1184.5,0,3,-27.05,-6,-4,-53
79928920,1084,1,12,-49.8,3,6,-16
121957683,1047,0,-3,-18.6,-14,-6,-4
137898393,1118,0,-4,-15.3,0,-13,10
125735499,1215,0,-15,-23.45,-1,-14,-75
115780901,925.5,0,2,-21.15,0,-7,-4
140004844,1113.5,0,-11,-22.45,-20,7,-76
119752921,1800.5,1,16,-12.25,21,-1,37
79540865,977,0,5,-7.7,-6,3,5
120641424,1135,0,4,-23.65,1,5,-33
110528065,1134,1,-6,-9.9,-4,11,4
53057554,905,0,15,0.75,28,9,-8
116929382,1027,1,6,-14.7,-7,-5,-43
104164937,978,1,10,-9.55,6,3,-17
139375626,1024,0,-4,9.7,1,-8,49
135342613,1005.5,1,-9,-0.4,-16,-1,1
126127391,1082,0,-10,-10.75,-16,-11,-12
95188270,1634.5,1,6,-4.3,-1,-12,-23
126224245,1632.5,0,-4,-31.25,-7,-6,-7
54785382,1281,0,-1,-2.15,-15,10,-36
76125444,912,1,1,-1,13,-1,23
116221223,1132,1,3,-12.2,16,3,24
112899735,1450,0,-1,-25.2,17,-11,15
65974402,1307.5,0,5,4,-2,4,-28
89908563,1286,0,2,11.85,10,2,-12
132470557,1294.5,1,0,-34.6,-1,-7,28
50830844,1174.5,1,-4,-12.15,-30,4,29
82616615,1016,0,0,2.75,5,-4,27
137656255,1108,1,-4,-5.35,-3,4,17
139866284,1453,1,-15,-23.2,-17,-8,-18
88376413,1285.5,1,3,-11.5,16,3,-51
74365260,1218,0,14,-13.9,10,10,10
95019040,961.5,0,-6,-37.8,-8,6,-17
131295209,1196,1,-5,-9.9,-27,-4,71
132789533,1033.5,0,4,5.35,9,14,91
125906292,1028,0,-12,-28.5,-7,3,-26
92342880,1084,0,2,4.6,5,1,35
98889269,983,0,-25,-4.6,-32,10,19
76825427,909,0,-2,9.85,-6,1,13
121175861,1144.5,0,5,25.4,6,9,7
92791700,1408.5,0,-7,-34.7,1,6,-31
141382478,1216,1,9,15.45,-6,-1,20
83724112,1230,1,0,6.75,-14,-4,27
112145080,1068,1,-10,-5.55,-4,4,23
138445466,926.5,0,-3,0.8,7,-8,50
59395784,1096,0,36,20.2,38,26,25
140217806,1734,0,-11,-25.8,-25,4,0
124719027,977.5,1,2,-3.55,10,5,-42
121444061,1048.5,0,-1,-13.9,-1,6,10
82704485,965,0,0,2.45,-2,3,-3
124052371,1079.5,1,-3,-10.9,-8,4,-2
130222093,1727.5,1,-12,-11.05,-15,11,11
49822876,1068.5,0,10,-19.6,4,-9,-70
99571771,1213,0,15,-2.65,14,2,20
54565949,1088.5,0,11,-4.25,20,10,-6
107253634,1106,1,1,-30.8,-4,6,-74
135098287,960,1,3,-16.2,5,-3,6
140092977,1131,1,-11,13,-8,-1,44
114658367,1028.5,1,6,-6.7,5,13,101
83579551,1331,1,9,15.45,-3,-12,-38
117128031,1078.5,0,4,18.85,12,7,44
74718153,1389,0,-25,0.15,-38,-5,42
110793074,934.5,1,-7,-10.85,-9,2,33
67388202,993,0,3,15.85,6,8,9
126031132,1042,1,11,-30.85,-9,-2,-64
121949295,1283.5,1,-12,-16.25,-17,-18,-6
117149909,1028.5,0,1,-27.75,-14,2,5
119589535,1054,1,0,5.6,-5,-3,4
87342644,1113,0,-5,1.95,11,-10,50
50307490,1094,0,13,-12.4,9,2,-2
109016033,1264,0,-9,6,-19,10,56
95987150,1687.5,1,2,-24.25,9,-2,32
88468959,974,0,-9,1.95,-8,6,4
93603008,1255,0,-9,-4.75,-29,6,-44
134321509,1055,0,-10,-24.75,-6,5,25
58532114,986.5,0,8,-2.35,11,4,5
65181304,1701.5,1,3,-43.6,-1,-9,-29
86320255,907.5,1,-2,-5.65,-28,-18,10
132263121,932.5,1,0,-24.9,0,-4,13
122516500,933,0,-1,11.4,-2,8,33
69441170,1022,0,-13,-30.5,-23,1,-21
60534846,1049,0,-19,10.6,-14,-3,3
65604575,1064.5,1,-5,-12.3,-14,-12,-19
113358237,1931,0,6,-21.25,12,6,0
114641404,1760.5,0,-2,-15.85,0,-12,-38
95504807,965,1,19,2.05,26,4,10
112189433,1031,0,-3,-5.65,-12,-14,21
91638815,1025.5,1,-8,-64,5,-9,-71
113868329,1011,0,11,-9.65,15,-1,-26
121355536,1099,1,8,-6.15,27,-4,-3
82495067,1199,0,-6,26.45,-3,-20,-7
120169276,1225,1,-3,9.8,-13,-7,45
51036881,928,0,10,-13.35,8,21,-2
59659617,1040.5,0,-4,-27.75,-7,25,-48
114236763,1084,1,-4,13.4,-5,-6,-97
84579179,1808.5,1,-18,-65.4,-35,-4,-42
128238727,1176.5,0,6,-9.8,22,13,57
114769412,931.5,1,-16,-24.55,-23,-14,-11
89758184,1021.5,1,-2,-4.65,-9,7,6
126831620,1272.5,1,0,-9.75,-2,-3,17
137719429,1465.5,1,14,25.55,21,6,40
107439287,989.5,0,15,20.25,23,6,35
80372332,1366.5,0,2,10.4,2,9,79
122981044,2137.5,1,-12,-28.7,-9,5,-39
129787236,1028,0,-10,-8.7,-9,1,-36
120590160,1120,1,7,-6.8,-4,10,28
132703520,1124.5,1,2,-6.3,-9,-3,2
55475538,1088.5,0,-11,-4.5,-15,0,-44
60545912,1302.5,0,19,19.7,19,2,30
78796982,1454,0,-6,-3.95,-10,-2,30
127791668,1066.5,0,3,13.15,18,2,60
104378826,998,1,-10,-21.7,-7,8,-65
95817720,1334,1,3,-28.9,13,8,-19
89675416,1414,0,3,-19.65,6,-19,-25
132600337,1581,1,-12,-45.65,-29,6,16
104597282,908.5,1,-4,-3.75,-2,-6,17
51101941,999.5,1,-9,7.2,-5,-1,7
125216873,1562,1,-6,-30.2,-24,-1,9
111045725,1154.5,0,-5,-9.8,-6,2,15
76354621,1003.5,1,-16,-34.9,-5,-8,2
103181180,1833.5,1,-3,-24.45,-5,-2,-11
55383212,1067,1,6,15.85,25,24,24
109730306,953,0,4,-25.6,6,-2,-16
89060104,1200.5,1,5,6.85,5,-6,43
62775061,983.5,0,16,-1.25,-8,7,31
102977598,1096,0,5,13.1,8,7,20
118613841,1245,1,15,-12.3,20,14,-6
135974949,1079.5,1,-27,-3.2,-25,2,-5
100276796,1427,0,-2,-22.45,-12,-2,6
111754513,1059.5,1,1,12.15,6,-4,-11
106897722,954.5,1,0,-13.3,3,-1,-11
110668221,930,0,13,18.6,9,7,-17
82592593,1058.5,0,4,-23.35,4,4,15
78879285,1272.5,0,39,-22.9,56,-4,-9
62766068,1071,1,-1,-18.35,-12,-3,-7
68197117,1008.5,0,25,-4.3,66,4,14
64618556,1007,0,-1,10.25,9,10,36
61345090,1043.5,0,2,-3.45,3,-6,22
89483313,1034,0,-9,4.25,-14,4,29
130024382,1032,0,5,-18,12,5,-21
65089394,1121,0,-12,-33.9,6,-6,-142
66082125,913,0,2,-16.1,-8,1,3
113318903,1729.5,1,2,16.45,7,-3,111
132571877,1507.5,1,7,-37.45,0,11,-57
69895498,925,0,5,-20.1,39,-4,-31
108759464,1063.5,0,5,-14.9,-2,-5,-5
97966438,923,1,-3,-37.95,3,-1,-36
103091740,1038,0,-4,-16.35,-11,3,-8
62635336,1102.5,1,-7,2.55,-1,19,-3
50561701,972.5,0,13,1.2,17,7,24
76920760,1459,0,-10,-8.2,-27,15,-70
93698115,1561.5,1,-2,-7.55,5,9,-2
139057515,1035,0,-2,-0.3,-17,3,-4
54281367,1077.5,1,-10,-9.4,-18,-13,-18
90046126,1102,1,10,2.15,14,-16,17
96031930,940,1,-3,-4.2,13,1,6
136542905,1233,1,-4,6.05,3,8,2
83452460,1023.5,1,13,24.1,27,4,76
67099881,1162.5,1,-22,4.2,-16,2,-1
76876226,961.5,0,-6,5.95,-17,6,1
133092147,905,0,8,1.3,8,6,10
56187077,1950,1,-22,-2.85,-25,1,33
132930215,1197,1,-9,-35.55,-14,-2,-41
102308108,1542,0,13,-26.4,6,7,-55
117916966,933,1,2,2.7,-20,-4,32
93765192,1105,1,5,-4.7,3,1,-33
118293651,1509.5,0,-13,-32.4,-22,-4,-33
102403783,1056,1,3,-0.85,0,-18,17
71671698,992,1,-18,-18.75,-15,-4,7
94215455,1731,0,-2,-18.9,-5,-10,51
90510661,1071,1,-25,-33.15,-40,-1,0
117791546,1274,0,15,37.5,22,5,55
60056645,919,0,18,-0.2,18,5,18
112366532,1165,1,-22,-39.85,-25,6,-113
70605256,1351.5,1,-7,-10.7,-25,2,-69
55529680,1213,0,15,-10.95,10,12,-42
89694145,1264,1,0,-9.35,1,6,-28
107205519,966,1,4,-2.5,9,-8,13
118342662,1092.5,1,-1,-19.6,15,-8,2
94647405,1897.5,0,-7,-7,-2,-3,-9
121524856,904,0,-6,-9,-9,17,-2
62178688,1102,1,5,8.25,13,11,4
69552017,1056,0,-3,22.5,18,4,62
138194408,1032.5,1,13,-8.1,9,5,-27
73480100,1143,0,23,7.5,58,6,98
98027877,1626,0,-5,-28.55,-23,-3,-21
124566609,1136,1,-10,-10.75,-18,0,13
107120203,970,0,4,3.1,8,12,36
74958758,908.5,1,2,-1.6,0,1,-19
83728544,1077.5,1,3,-20.45,-27,13,-33
115856819,1417.5,0,-5,-6.3,-14,-3,-17
101523560,1626,0,5,-3.35,0,7,-12
61725637,909,0,5,2.95,2,10,9
126723592,1148,0,0,-8.65,-8,7,-15
101313361,1254,1,8,-10.5,0,3,5
91327526,1171.5,0,4,-7.55,19,5,-14
57791743,1044,0,0,14.4,2,15,33
100225454,1377,1,9,-10.6,14,2,25
118435329,1084,0,-10,-24.7,-13,-8,-42
134625619,1097.5,0,-8,9.95,-1,5,25
77755403,1058,1,0,5.35,-2,2,14
79519300,1107.5,0,3,-8.95,10,-4,49
86564427,1217.5,1,-4,-18.9,-4,-8,-32
112691529,1042,0,0,-4.85,-5,9,18
110845794,1002,1,7,-17.05,31,2,-26
82739888,1538.5,1,-3,-47.1,-6,1,-22
60059465,933,0,-4,11.7,-1,-8,12
87798873,926.5,1,-4,0.7,-12,6,2
78098282,1072.5,1,-3,-13.5,-1,1,-111
120009200,1063.5,0,17,7,38,0,32
67008311,1347,1,1,-23.6,9,-6,19
105420578,1033,1,-7,-11.9,-3,-2,3
117359108,978.5,0,9,-3.9,-3,10,-6
131976646,1043.5,1,1,-20.25,6,-2,-40
56595801,1064.5,1,-8,-10.9,-18,-10,-81
76533805,1095,1,-2,-5.7,-4,3,21
132280664,1566.5,0,-1,-8.9,-8,4,2
64414082,910,1,-7,-21.9,-12,8,-27
74925358,1170.5,0,10,9.4,8,16,11
111245528,1021.5,1,21,-9.8,25,-8,-89
70078941,913.5,1,-32,0.55,-26,-14,52
91717172,1437.5,1,-3,-10.5,0,8,-8
121360725,1344,1,-6,6.8,-9,-3,-3
73572006,1497.5,1,-6,-40.2,-47,12,-9
123798677,1321.5,1,2,-0.4,11,-6,31
124236260,1163.5,1,-10,10.95,-16,-3,59
69379008,1002.5,1,-8,-2.4,9,-12,-11
118326957,1052.5,1,-20,-17.2,-30,-19,-5
69290906,935,0,30,54.75,48,7,195
132484006,908,1,-11,-8.95,-16,-11,6
50733722,1331.5,0,12,-22.3,12,9,-65
140273706,1100,1,8,-11.3,7,-5,-12
94717275,1049,0,-2,13.45,-3,3,7
88979758,1049.5,1,-1,-13.85,-2,7,4
123016667,1063,0,-6,5.4,-11,-3,15
125681348,1057,1,-5,-11.45,6,-5,6
50568906,1142.5,0,6,-16.45,5,11,2
136923621,1010.5,1,-1,-14.2,5,-5,-28
69220865,1044.5,0,-8,-7.9,-7,7,-5
99980349,1394.5,0,13,-21.2,-4,-11,47
77567227,1068.5,1,8,-14.9,16,-14,8
115732892,1155.5,0,1,12.65,7,5,40
110843871,1382.5,1,0,-16.9,8,-10,-21
125713736,1040.5,0,2,-16.3,14,-1,29
134389226,1191,0,-4,-9.05,-7,7,40
100608932,913.5,0,-24,-17,-18,0,-6
107445172,1035,1,-10,-11.65,-4,-3,13
132244244,1324,0,-23,-30.4,-45,-3,-32
116051714,961.5,1,-12,0.2,-22,-9,-28
123309656,1780.5,1,-15,-2.35,-17,17,48
121092314,1176,1,-38,-30.85,-44,-13,-2
88125859,939,1,5,9.25,-7,2,1
73270982,1422.5,0,-3,5.95,-5,-8,10
95948310,1903.5,1,14,6.5,26,7,3
117013577,1140,1,-9,-2.75,-25,-8,-29
119230114,951,0,-9,-0.15,12,15,173
71736400,1623.5,0,21,13.3,37,0,72
107137240,952,1,-9,-34.85,-8,11,-17
90467127,973,0,13,6.25,11,9,23
82327533,957.5,1,-11,-11.75,-7,-6,-5
93440352,1107.5,1,5,0,2,-6,20
102584767,983,1,0,-29.15,9,2,-28
103375406,1154,0,-14,-55.75,-19,-5,-111
90934489,933,1,1,-9.6,7,-7,7
125262775,1162,1,4,-2,10,-3,9
96431346,1687,0,-1,-25.35,-19,12,18
53647091,1485.5,1,0,-2.3,8,0,20
124972853,1004,1,0,-5.85,4,-11,-61
103681925,1500,0,-10,-31.2,4,6,-26
84606206,2071.5,1,4,-2.4,-1,-4,129
101006188,1490,1,8,-6.55,20,6,-6
77094737,1139,0,9,13.15,11,6,41
71425867,1260,1,-12,-60.55,-18,-9,-154
106537213,1232,1,-1,-21.2,-1,-17,-21
85277214,1262,1,11,-41.55,13,-10,-6
128779293,1024,1,9,-21.2,4,-3,9
99754015,1191.5,1,1,-5.25,-12,-5,81
109672489,1017,1,-11,-11.9,-11,-13,-1
111924303,1153.5,0,13,8.05,10,15,37
93916076,1339,1,-23,-28.4,-37,-12,-58
130179518,989,0,28,-10.1,25,8,12
126782394,1206,1,-1,-25.7,-5,5,-20
96562217,1235,0,6,-9.45,8,10,25
74092797,1044.5,1,3,8.5,1,1,0
90168767,907,1,1,-3.45,-2,-7,-8
85513590,1181.5,0,-4,0.1,-12,-16,28
85387778,1154,0,10,-4.2,23,11,-32
133183395,961,1,-19,-30.8,-24,-17,-23
111934810,931.5,0,11,-27.75,22,2,-12
92559417,971.5,1,-18,-30.65,-1,-14,-31
103425599,1296.5,1,-4,-34.1,-8,-3,-74
83976237,974,0,2,0.4,-1,13,28
95493328,1246.5,1,-4,-13.4,-19,-2,43
134793726,1499,1,-3,4.9,17,1,24
76171045,905.5,1,3,-1.2,19,-11,8
127096221,1269.5,1,-13,-7.9,-13,-7,39
114349169,1943,0,4,-25.85,5,7,-69
61150526,1300.5,1,-13,-20.45,-31,-13,-40
75732988,1136.5,0,-13,-17.4,-31,4,-44
140916481,974.5,0,11,-14.7,17,8,-23
107798103,1095,1,-26,1.15,-8,11,-18
103848511,1163.5,1,3,4.3,-4,6,-21
140670189,1460,0,2,-44.45,-1,14,-19
60929019,1107,1,14,-1.2,7,10,-28
128050047,1119,1,-16,-18.8,-15,-1,-50
125546977,1380,1,-7,-27.05,-6,2,-18
96194598,1118.5,0,4,-0.35,9,-10,-4
135339210,945.5,0,4,-11.05,7,9,4
108088949,2073.5,1,-2,-22.7,-1,-4,-61
78846087,1128.5,1,4,-5.8,-6,9,-25
137623017,1184,0,11,-6.65,19,14,-27
91648636,970.5,1,-1,-2.85,7,-5,-2
125991969,1049.5,0,1,9.85,13,1,66
93188096,994,0,4,-10.65,1,-1,-11
88623801,986,0,16,-2.3,13,-2,2
91875393,927.5,0,3,-10.55,4,-3,-22
77201219,908.5,1,5,16.7,5,-1,20
59359271,1052,0,-2,4.65,8,-11,17
68715719,1369,1,4,-7.05,5,8,-58
74927189,1094,0,2,-13.45,8,15,-4
121037616,1069,0,3,-19.85,13,4,-9
65137373,1177,1,2,-3.15,-6,-2,2
80663538,1028.5,1,8,-21.25,28,7,5
85976439,1050,0,-4,9.9,4,1,-20
101163773,1494.5,0,-5,-22.3,-9,-11,-36
62985424,1103,0,5,-0.1,9,5,16
128567758,941.5,1,-8,-0.7,-16,-20,-5
119541100,909.5,0,-3,-0.3,-12,-18,-7
82266047,1064,0,27,8.9,21,3,23
126000950,1380,1,-10,-8.85,-11,-1,-3
75332415,1019.5,0,4,-6.95,21,6,13
124317601,1424,0,-12,-17.3,-1,-9,-18
125899381,1864,0,13,-11.85,21,6,-39
80088078,1591,1,-22,-30.85,-44,-6,-37
68934669,1008.5,0,-1,4.4,-2,-4,-6
49509643,1034.5,1,1,7.4,-2,19,-21
124131650,902.5,1,6,-7.85,12,5,-16
132208040,1256,1,1,-25.1,0,-1,-38
117214838,1451.5,1,14,-16.35,18,-1,-42
88404500,1585,1,-4,-44.05,-16,-8,-27
128464023,994.5,0,-8,-16.8,-10,11,-14
98716604,1108,1,-3,9.4,-9,2,30
132058292,1106,1,7,-0.45,-2,-9,26
81801614,1030,0,5,-4.8,6,-5,6
60595176,926,1,-3,-4.2,1,-22,14
113951771,1694,1,6,-4.75,-1,8,-27
54387516,913.5,0,-3,12.1,1,8,19
93527627,1020.5,0,6,15.45,2,-6,37
96092815,1090.5,1,-2,-15.5,7,-10,7
120024421,1299.5,0,-3,-25.7,-2,7,-24
79941273,1135.5,1,-1,-13.05,-9,-9,26
124264054,1103,1,1,-16.2,-2,-8,12
98323290,1067,0,-13,28.85,-5,-3,-44
78110573,1129,1,6,-4.6,7,-16,116
96287641,1028,0,-9,22.85,-6,7,-7
98427818,1523,0,14,-2.8,8,2,-25
106414839,1318,0,3,-31.6,7,5,-58
64692746,1113.5,1,-5,-25.75,-11,1,-93
113215152,1318,1,0,-26.9,6,0,-30
101512698,1484.5,0,0,-17.35,-2,10,-12
80836895,1077.5,0,-3,-30.5,-9,0,-109
78460073,1123.5,0,8,2,12,7,49
111465449,1168,0,7,-0.5,13,2,-20
52428889,1181.5,1,10,-14.1,6,-9,-4
105318317,981,0,-1,5.95,4,-2,16
57285323,941,0,5,-21.05,3,11,-9
67150766,1569,0,-6,-8.95,0,-2,-5
99892220,948,1,9,-10.8,-13,4,-26
58464431,978,1,-10,-31.8,-4,-26,-22
98538837,1311,0,5,-27.5,6,-18,-38
85671451,907.5,1,7,-2.55,5,-1,-4
64568864,1164,1,-5,-32.55,-4,-2,-50
51038271,1090,0,-2,12.95,-6,-4,10
68146459,1193,1,5,-14.25,-13,-9,-44
119577819,902.5,0,1,-1.55,11,-15,5
130229658,1070,0,11,-53.8,23,23,-54
131585245,1543.5,1,11,-6.05,3,8,10
81180595,1350,1,-3,-16.1,-6,-11,79
67722528,1126.5,1,0,2.35,-4,7,-35
115826121,972.5,1,18,3.35,24,12,22
74443162,1027.5,0,12,-6.55,15,0,-3
90579674,960,0,-13,-15.75,-25,-5,-89
102168923,901.5,1,-10,-24.95,-20,17,-66
53374903,926,1,10,2.35,14,9,15
104108833,1125.5,0,-17,9.65,-6,3,8
100055668,2207,1,-9,-31.75,-15,17,-79
85504058,1032.5,1,10,-8.75,13,10,2
110651029,1799,1,5,-21.45,7,17,-21
92330026,1185.5,0,15,-20.05,18,5,-16
98336055,1536.5,0,-7,-12.65,9,0,5
94251945,1147,0,-7,-29.55,-24,-3,-46
103689983,1026.5,1,-3,-9.2,-5,-2,-7
62049192,969,0,3,20.15,3,9,67
123780877,1018.5,0,-15,-16.2,-5,-10,-18
127645422,1106,1,0,-38.9,-11,7,-53
127995809,983.5,0,6,-21,5,-7,-36
127833893,993.5,1,-2,-9.75,2,2,34
106239727,1174.5,1,-8,-31.2,-16,-18,-10
88988262,969.5,1,-9,-13.25,-14,-20,-17
63941029,942.5,0,-1,-13.1,5,3,-137
120548643,1391,0,13,-0.15,30,-2,-6
133379837,1024,0,5,-2.65,-2,6,32
78667825,1346.5,0,8,-64.3,1,2,-164
138506775,1600,0,-2,-13.85,-4,0,-32
93220702,1154.5,1,0,-23.8,-3,10,-41
90406224,1169.5,0,12,-3.4,8,3,3
105219014,983,0,-21,13.65,-14,5,73
69300254,1139,1,0,26.6,-8,3,56
135351026,1034.5,0,-8,4.75,3,8,13
141436776,1128.5,1,8,8.15,16,-17,75
71587269,948.5,0,-17,-4.3,-25,-2,-31
88111007,1367,0,10,-7.15,5,13,60
115409749,1020,1,-9,-23.1,-13,6,-7
73835201,1047.5,1,3,-6.4,11,4,19
112250947,1111,1,2,-15.2,11,1,-3
112497917,905.5,0,4,4.45,-4,6,-5
120069376,1056.5,0,6,-21,9,1,-43
55312865,1367,0,9,8.35,-3,15,4
70601175,1079.5,0,4,-5.85,-3,9,16
98777964,932.5,0,9,12.4,5,13,-8
119459387,985.5,0,2,-7.25,3,-16,26
107612157,1123,0,-15,-1.85,-14,0,1
135623576,1687.5,0,-2,-7.65,3,-16,-10
78929346,919.5,1,-4,-22.75,-9,-16,-2
116091495,1127,0,-7,-34.55,2,-17,-43
89091987,930.5,1,-11,-17.05,-21,-16,-7
78206294,1027.5,1,-4,-18.3,-6,-8,-17
125661962,1791,1,4,-6.65,5,5,16
125431398,1757,1,-2,14.6,-5,-5,2
133781747,1074,1,2,-2.5,23,-7,82
70828722,1006,1,-17,-10.35,-8,6,-11
137458185,966,1,-3,-8,-3,3,-6
87566460,1073.5,0,-4,1.35,7,9,27
82339091,1743.5,0,-5,-12.45,-9,5,10
138476340,1178,0,3,2.2,-4,-7,1
131821372,964,1,8,-2.55,4,2,21
